Collection,Title,IA Creator,IA Publisher,Date,URL,IA ID,IA Subject,Zones,Illustration Level,Illustration Note,General Note,Gov Doc,Fiction / Poetry / Lit Crit,Diary / Memoir
,The health game,"Beeson, Rebecca Katharine, 1867-","Indianapolis, New York, The Bobbs-Merrill company",c1925,http://www.archive.org/details/healthgame00beesrich/mode/thumb?view=theater,healthgame00beesrich,Hygiene,"10.1,12.3",Bountiful,Excellent watercolors!!,,,,
,"The highway jungle; the story of the public safety movement and of the failure of ""driver education"" in the public schools","Tenney, Edward Andrews, 1899-","New York, Exposition Press",1962,http://www.archive.org/details/highwayjunglesto00tennrich/mode/thumb?view=theater,highwayjunglesto00tennrich,"Traffic safety -- United States, Traffic safety -- Study and teaching, Automobile drivers","3.0,10.0",Light,a few illustrations,,,,
,The historical geography of Detroit,"Parkins, A. E. (Almon Ernest), 1879-1940","Lansing, Michigan Historical Commission",1918,http://www.archive.org/details/historicalgeogra00parkrich/mode/thumb?view=theater,historicalgeogra00parkrich,"Human geography -- Michigan Detroit, Detroit (Mich.) -- History, Detroit (Mich.) -- Description and travel",0.3,,,,,,
,The history of Greece,"Curtius, Ernst, 1814-1896","New York, C. Scribner & company",1870,http://www.archive.org/details/historyofgreece00curtrich/mode/thumb?view=theater,historyofgreece00curtrich,Greece -- History,0.6,,,,,,
,The history of the telephone,"Casson, Herbert Newton, 1869-","Chicago, A. C. McClurg & Co.",1910,http://www.archive.org/details/historyoftelepho00cassrich/mode/thumb?view=theater,historyoftelepho00cassrich,Telephone -- History,7.4,Light,a few BW photos,,,,
,"The holy cross, and other tales","Field, Eugene, 1850-1895","New York, C. Scribner's Sons",1903,http://www.archive.org/details/theholycrossand01fielmiss/mode/thumb?view=theater,theholycrossand01fielmiss,,8.5,,,Fiction,,x,
,The Holy Roman empire,"Bryce, James Bryce, viscount, 1838-1922","New York, Thomas Y. Crowel",1886,http://www.archive.org/details/empireholyroman00brycrich/mode/thumb?view=theater,empireholyroman00brycrich,Holy Roman Empire -- History,0.6,,,,,,
,The home and its surroundings;,"Egleston, Nathaniel Hillyer.","New York, Harper & brothers",1884,http://www.archive.org/details/homeanditssurrou00eglerich/mode/thumb?view=theater,homeanditssurrou00eglerich,Country life.,2.7,,,,,,
,The home movie scenario book,"Ryskind, Morrie, 1895-1985","New York, R. Manson",1927,http://www.archive.org/details/homemoviescen00ryskrich/mode/thumb?view=theater,homemoviescen00ryskrich,Motion picture plays,"7.2,8.4",,,,,,
,The home town mind,"Aikman, Duncan, 1889-","New York, Minton, Balch & Company",1926,http://www.archive.org/details/hometownmind00aikmrich/mode/thumb?view=theater,hometownmind00aikmrich,United States -- Social conditions,"5.0,10.3",,Anti-racism,General sociology,,,
,The homebuilder,National homebuilder's society,"[Chicago, Printed by B.L. White & Co.",c1923,http://www.archive.org/details/homebuilder00natirich/mode/thumb?view=theater,homebuilder00natirich,"Architecture, Domestic",5.3,Bountiful,"Highly illustrated, line art, photos",,,,
,"The house-owner's book; a manual for the helpful guidance of those who are interested in the building or conduct of homes, illustrated with cuts and diagrams","Churchill, Allen L. (Allen Leon), b. 1873","New York and London, Funk & Wagnalls company",1922,http://www.archive.org/details/houseownersbookm00churrich/mode/thumb?view=theater,houseownersbookm00churrich,"Building, Dwellings",5.2,Light,"mostly line-art, construction focus",,,,
,"The house; its plan, decoration, and care","Bevier, Isabel, 1860-1942","Chicago, American School of Home Economics",1922,http://www.archive.org/details/thehouseitspland00bevirich/mode/thumb?view=theater,thehouseitspland00bevirich,"Architecture, Domestic, Interior decoration","5.2,5.3,5.4",Medium,"Highly illustrated, houses, floorplans, photos",,,,
,The houses we live in,"Carpenter, Frank G. (Frank George), 1855-1924","New York, Cincinnati [etc.] American book company",c1926,http://www.archive.org/details/houseswelivein00carprich/mode/thumb?view=theater,houseswelivein00carprich,"Dwellings, Building materials","10.1,5.2,5.3",Bountiful,Lots of line art and photos,,,,
,The Human Nature Club; an introduction to the study of mental life,"Thorndike, Edward L. (Edward Lee), 1874-1949","New York, Cleveland [etc.] The Chautauqua press",1900,http://www.archive.org/details/humannaturecluba00thorrich/mode/thumb?view=theater,humannaturecluba00thorrich,Psychology,12.1,,,,,,
x,The Human relations series of films,Progressive Education Association (U.S.). Commission on Human Relaltions,"New York, Commission on human relations, Progressive education association",1939,"https://archive.org/details/prelinger_library?tab=collection&query=""The+Human+relations+series+of+films""",,"Motion pictures, Motion pictures in education, Motion pictures -- Moral and religious aspects","7.2,10.0",Light,Film stills,,,,
,The human side of urban renewal : a study of the attitude changes produced by neighborhood rehabilitation,"Millspaugh, Martin",New York : Washburn,1960,http://www.archive.org/details/humansideofurban00millrich/mode/thumb?view=theater,humansideofurban00millrich,"Housing -- United States, Slums -- United States","4.1,4.2",,,,,,
,The humming birds,"Ridgway, Robert, 1850-1929",,1891,http://www.archive.org/details/hummingbirds00ridgrich/mode/thumb?view=theater,hummingbirds00ridgrich,Hummingbirds,1.2,,,,,,
,The immigrant and the community,"Abbott, Grace, 1878-1939","New York, The Century co.",1917,http://www.archive.org/details/immigrantandcomm00abborich/mode/thumb?view=theater,immigrantandcomm00abborich,"United States -- Emigration and immigration. [from old catalog], United States -- Social conditions 1865-1918","11.4,5.1,4.2",,,,,,
,The importance of the model change,"Gordon, John Franklin, 1900-",[Detroit : General Motors Corp.,1961,http://www.archive.org/details/importanceofmode00gordrich/mode/thumb?view=theater,importanceofmode00gordrich,Automobile industry and trade,"3.0,12.2",Medium,,,,,
,The Index of Training Films,Business Screen Inc,,1946,http://www.archive.org/details/indexoftrainingf00busirich/mode/thumb?view=theater,indexoftrainingf00busirich,,7.2,,,,,,
,The industrial evolution of the United States,"Wright, Carroll Davidson, 1840-1909","Meadville, Pa., New York, Flood and Vincent",1895,http://www.archive.org/details/industrialevolut00wrigrich/mode/thumb?view=theater,industrialevolut00wrigrich,"Industries -- United States History, Labor and laboring classes -- United States","11.4,2.6,12.2",Medium,"Potpori of drawings, infographics, maps, etc.",,,,
,The information film; a report of the Public Library Inquiry [in co-operation with the Twentieth Century Fund],"Waldron, Gloria","New York, Columbia Univ. Press",1949,http://www.archive.org/details/informationfilmr00waldrich/mode/thumb?view=theater,informationfilmr00waldrich,"Motion pictures, Documentary films -- History and criticism, Libraries and motion pictures","7.2,10.0,14.0",,,,,,
,The International crisis: the theory of the state; lectures delivered in February and March 1916,London (England). University. Bedford College for Women,"London, New York [etc.] H. Milford, Oxford University Press",1916,http://www.archive.org/details/internationalcri00londrich/mode/thumb?view=theater,internationalcri00londrich,"World War, 1914-1918, State, The","0.6,10.2",,,,,,
,"The intertype, its function, care, operation and adjustment","Sinclair, MacD. ed","Brooklyn, N.Y., Intertype corporation",1929,http://www.archive.org/details/intertypeitsfunc00sincrich/mode/thumb?view=theater,intertypeitsfunc00sincrich,Linotype,6.3,Medium,Excellent technical drawings,,,,
x,The Irrigation Age,Federation of Tree Growing Clubs of America,Chicago : D.H. Anderson Pub. Co.,1896-1916,"https://archive.org/details/prelinger_library?tab=collection&query=""The+Irrigation+Age""",,Irrigation -- Periodicals,"2.0,2.7,2.6,4.1,4.0",Bountiful,"Photos, illustrations, infographics",,,,
,The joke about housing,"Whitaker, Charles Harris, 1872-1938.","Boston, Marshall Jones company",1920,http://www.archive.org/details/jokeabouthousing00whitrich/mode/thumb?view=theater,jokeabouthousing00whitrich,"Housing -- United States., City planning, Land tenure.",5.0,,,,,,
x,The Kansas Historical Quarterly,Kansas State Historical Society,"[Topeka, Kansas State Historical Society]",1931-1962,"https://archive.org/details/prelinger_library?tab=collection&query=""The+Kansas+Historical+Quarterly""",,Kansas -- History Periodicals,"0.3,0.4,9.5,2.7,2.0",Medium,"Photos, illustrations",,,,
,The Krushchev report and the crisis in the American left,"Meyer, Hershel D","Brooklyn, Independence Publishers",1956,http://www.archive.org/details/krushchevreportc00meyerich/mode/thumb?view=theater,krushchevreportc00meyerich,"Khrushchev, Nikita Sergeevich, 1894-1971, Communist Party of the United States of America, Communism",11.4,,,,,,
,The labor spy racket,"Huberman, Leo, 1903-1968","New York, Modern Age Books, inc",c1937,http://www.archive.org/details/laborspyracket00huberich/mode/thumb?view=theater,laborspyracket00huberich,"Labor and laboring classes -- United States, Spies, Labor unions -- United States",11.4,,,,,,
,The land and the soldier,"Howe, Frederic Clemson, 1867-1940","New York, C. Scribner's sons",1919,http://www.archive.org/details/landandsoldier00howerich/mode/thumb?view=theater,landandsoldier00howerich,"Agricultural colonies, Soldiers -- Civil employment","2.0,2.7,11.2,11.4",,,,,,
,The land we live in; the book of conservation,"Price, Overton Westfeldt, 1873-1914","Boston, Small, Maynard and Company",c1911,http://www.archive.org/details/landweliveinbook00pricrich/mode/thumb?view=theater,landweliveinbook00pricrich,"Conservation of natural resources -- United States, United States -- Economic conditions","1.1,2.1,2.2,9.5",Medium,Many photos of wild lands and indigenous peoples.,,,,
,"The land, today and tomorrow",United States. Soil erosion service.,Washington,1934,http://www.archive.org/details/landtodayandtomo00unitrich/mode/thumb?view=theater,landtodayandtomo00unitrich,"Erosion, Reclamation of land, Soil conservation -- United States","2.0,2.1,2.2,2.3",Bountiful,EXCELLENT illustrations.,,x,,
,The later cave-men,"Dopp, Katharine Elizabeth, 1863-","Chicago : Rand, McNally & company",c1906,http://www.archive.org/details/latercavemen00dopprich/mode/thumb?view=theater,latercavemen00dopprich,"Archaeology, Cave-dwellers","10.1,5.2",Bountiful,"""To the children who are asking for more about cave-men, I dedicate this book."" LOTS of cave men paintings! (b&w watercolor)",,,,
,The leaven in a great city,"Betts, Lillian William.","New York, Dodd, Mead & company",1902,http://www.archive.org/details/leaveningreatcit00bettrich/mode/thumb?view=theater,leaveningreatcit00bettrich,"Poor -- New York (State) New York, Social settlements.","5.1,4.2",Light,Mainly photos of tenaments,,,,
,The life and death of Ivar Kreuger,"Stoneman, William H","Indianapolis, The Bobbs-Merrill company",c1932,http://www.archive.org/details/lifedeathofivark00stonrich/mode/thumb?view=theater,lifedeathofivark00stonrich,"Kreuger, Ivar, 1880-1932","12.2,10.2,0.6",,,Biography of a white-collar criminal,,,
,The life of inland waters; an elementary text book of fresh-water biology for students,"Needham, James G. (James George), 1868-1956","Ithaca, New York, Comstock Publishing Co.",1937,http://www.archive.org/details/lifeofinlandwate00needrich/mode/thumb?view=theater,lifeofinlandwate00needrich,Freshwater biology,"1.1,2.1,10.1",Bountiful,Lots of diagrams and photos,,,,
,The life of Thomas Bailey Aldrich,"Greenslet, Ferris, 1875-1959","Port Washington, N.Y., Kennikat Press",1908,http://www.archive.org/details/lifeofthomasbail00greerich/mode/thumb?view=theater,lifeofthomasbail00greerich,"Aldrich, Thomas Bailey, 1836-1907",8.5,Medium,"Photos, illustrations",Biography of a poet,,x,
,"The life of young Sir Henry Vane, governor of Massachusetts Bay, and leader of the Long parliament; with a consideration of the English commonwealth as a forecast of America","Hosmer, James Kendall, 1834-1927","Boston New York, Houghton, Mifflin and company",1888,http://www.archive.org/details/lifeofyoungsirhe00hosmrich/mode/thumb?view=theater,lifeofyoungsirhe00hosmrich,"Vane, Henry, Sir, 1612-1662, Great Britain -- History Stuarts, 1603-1714",0.4,,,,,,
,"The life worth living, a personal experience","Dixon, Thomas, 1864-1946","New York, Doubleday, Page & Company",1905,http://www.archive.org/details/lifeworthlivingp00dixorich/mode/thumb?view=theater,lifeworthlivingp00dixorich,Outdoor life,"5.3,2.7",Medium,Photos,,,,
,The Lincoln Highway : the story of a crusade that made transportation history,Lincoln Highway Association,"New York : Dodd, Mead",1935,http://www.archive.org/details/lincolnhighwayst00lincrich/mode/thumb?view=theater,lincolnhighwayst00lincrich,,"3.0,4.1",Medium,Photos,,,,
x,The Literary News,various contributors,Publication Office,1895-1904,"https://archive.org/details/prelinger_library?tab=collection&query=""The+Literary+News""",,,"13.10,8.5",Bountiful,Illustrations,,,x,
x,The Literary World,Macmillan,,1894-1897,"https://archive.org/details/prelinger_library?tab=collection&query=""Nature""+""Macmillan""",,,"8.5,13.10",,,,,x,
,"The little town, especially in its rural relationships","Douglass, Harlan Paul, 1871-","New York, The Macmillan company",1919,http://www.archive.org/details/rurallittletown00dougrich/mode/thumb?view=theater,rurallittletown00dougrich,"Civic improvement, Villages -- United States.",2.7,Light,"Photos, illustrations",,,,
x,The Living Age,The Living Age Company,,1899-1903,"https://archive.org/details/prelinger_library?tab=collection&query=""The+Living+Age""",,,"0.6,8.5,8.2,13.10",,,,,x,
,The log of a forty-niner; journal of a voyage from Newbury-port to San Francisco in the brig Genl,"Hale, Richard Lunt, 1828-1913. [from old catalog]","Boston, Mass., B. J. Brimmer company",1923,http://www.archive.org/details/logoffortyninerj00halerich/mode/thumb?view=theater,logoffortyninerj00halerich,"Voyages to the Pacific coast. [from old catalog], California -- Gold discoveries. [from old catalog]",0.0,,,,,,
,The lost generation; a portrait of American youth today,"Davis, Maxine","New York, The Macmillan Company",1936,http://www.archive.org/details/lostgenerationpo00davirich/mode/thumb?view=theater,lostgenerationpo00davirich,"Youth -- United States, United States -- Social conditions",10.4,,,,,,
,The lure of the land; farming after fifty,"Wiley, Harvey Washington, 1844-","New York, The Century co.",1915,http://www.archive.org/details/lureoflandfarmin00wilerich/mode/thumb?view=theater,lureoflandfarmin00wilerich,"Farm life, Agriculture -- United States",2.0,,,,,,
,The Magazine of American history with notes and queries,"Stevens, John Austin, 1827-1910, ed","New York, A.S. Barnes",1877,http://www.archive.org/details/magazineofameric10stevrich/mode/thumb?view=theater,magazineofameric10stevrich,United States -- History Periodicals,13.10,Medium,Illustrations,,,,
,"The magic egg, and other stories","Stockton, Frank Richard, 1834-1902","New York, C. Scribner's sons",1908,http://www.archive.org/details/magiceggandother00stocrich/mode/thumb?view=theater,magiceggandother00stocrich,,8.5,Light,Illustrations,Fiction,,x,
,The Makers of English Fiction,W.J. Dawson,,,http://www.archive.org/details/makersofenglishf00wjdarich/mode/thumb?view=theater,makersofenglishf00wjdarich,,8.5,,,,,x,
,The making of a country home,"Mowbray, J. P., 1835-1903",New York : Doubleday Page and Co.,1901,http://www.archive.org/details/makingofcountryh00mowbrich/mode/thumb?view=theater,makingofcountryh00mowbrich,"Country life, Country homes",2.7,,,,,,
,The making of a town,"McVey, Frank LeRond, 1869- [from old catalog]","Chicago, A.C. McClurg & co.",1913,http://www.archive.org/details/makingoftown00mcverich/mode/thumb?view=theater,makingoftown00mcverich,Cities and towns -- Civic improvement. [from old catalog],"4.1,4.2,5.0",,,,,,
,The making of adult minds in a metropolitan area,Brooklyn conference on adult education.,"New York, The Macmillan company",1931,http://www.archive.org/details/makingofadultmin00broorich/mode/thumb?view=theater,makingofadultmin00broorich,"Adult education -- New York (State), Education -- New York (State) New York, Brooklyn (New York, N.Y.) -- Intellectual life","10.0,4.2",,,,,,
,The making of an American,"Riis, Jacob A. (Jacob August), 1849-1914","New York, [etc] The Macmillan company",1901,http://www.archive.org/details/makingofamerican00riisrich/mode/thumb?view=theater,makingofamerican00riisrich,"Riis, Jacob A. (Jacob August), 1849-1914","10.3,8.5",Light,"Photos, illustrations",AutoBiography of a muckraker,,,
,The mammals and life zones of Oregon,"Bailey, Vernon, 1864-1942",Washington : [U. S. Government printing office],1936,http://www.archive.org/details/mammalsandlifezo00bailrich/mode/thumb?view=theater,mammalsandlifezo00bailrich,"Botany -- Oregon, Life zones, Mammals -- Oregon, Zoology -- Oregon","0.1,1.1,1.2",Light,,,,,
,The maturity of James Whitcomb Riley; fortune's way with the poet in the prime of life and after,"Dickey, Marcus",Indianapolis : The Bobbs-Merrill company,c1922,http://www.archive.org/details/ofjameswmaturity00dickrich/mode/thumb?view=theater,ofjameswmaturity00dickrich,"Riley, James Whitcomb, 1849-1916",8.5,Light,"Illustrations, photos",Biography of a poet,,,
,The memoirs of the Duke of Saint-Simon on the reign of Louis XIV. and the regency;,"Saint-Simon, Louis de Rouvroy, duc de, 1675-1755","New York, J. Pott & Company",1901,http://www.archive.org/details/memoirsofdukeofs04sainrich/mode/thumb?view=theater,memoirsofdukeofs04sainrich,"France -- History Louis XIV, 1643-1715, France -- History Regency, 1715-1723, France -- Court and courtiers",0.6,,,Biography of a French noble,,,x
x,The Mentor,George Willis Botsford,,1913-1914,"https://archive.org/details/prelinger_library?tab=collection&query=""The+Mentor""",,,"13.10,10.1",Bountiful,"Photos, Illustrations",,,x,
,The Minnesota Arrowhead country,Writers' Program (Minn.),"Chicago, Ill. : A. Whitman & Co.",1941,http://www.archive.org/details/minnesotarrowhea00writrich/mode/thumb?view=theater,minnesotarrowhea00writrich,"Minnesota -- Guidebooks, Arrowhead Region (Minn.) -- Description and travel",0.3,,,,,,
,The miracle of television,"Gable, Luther S. H","Chicago, Wilcox & Follett Co",c1949,http://www.archive.org/details/miracleoftelevis00gablrich/mode/thumb?view=theater,miracleoftelevis00gablrich,Television,7.0,Light,a few sets of photos and diagrams,,,,
,The mission,"Mission High School (San Francisco, Calif.). Associated Students","[San Francisco, Calif. : Associated Students of the Mission High School",,http://www.archive.org/details/mission192800missrich/mode/thumb?view=theater,mission192800missrich,"Mission High School (San Francisco, Calif.), School yearbooks, Student newspapers and periodicals",0.0,,,,,,
,The Mississippi River. The commercial highway of the nation. The improvement of its navigation and the control of its flood waters,"Tompkins, Frank H., ed","Baltimore, Md.",1892,http://www.archive.org/details/mississippiriver00tomprich/mode/thumb?view=theater,mississippiriver00tomprich,Mississippi River,"3.3,12.2",,,,,,
,The mode in dress and home,"Donovan, Dulcie Godlove","Boston, New York [etc.] Allyn and Bacon",c1935,http://www.archive.org/details/modeindresshome00donorich/mode/thumb?view=theater,modeindresshome00donorich,"Home economics, Clothing and dress","5.4,5.2,9.2,9.1",Bountiful,Lots of cool illustrations related to clothing etc.,,,,
,The modern city and its problems,"Howe, Frederic Clemenson, 1867-","New York, C. Scribner's sons",c1915,http://www.archive.org/details/moderncityandits00howerich/mode/thumb?view=theater,moderncityandits00howerich,"Civic improvement, Municipal government.","4.1,4.2",,,,,,
,The moral conquest of Germany,"Ludwig, Emil, 1881-1948","Garden City, New York, Doubleday, Doran and co., inc.",1945,http://www.archive.org/details/moralconquestofg00ludwrich/mode/thumb?view=theater,moralconquestofg00ludwrich,Reconstruction (1939-1951) -- Germany,"0.6,11.0",,,,,,
,The movies on trial; the views and opinions of outstanding personalities anent screen entertainment past and present,"Perlman, William J., ed","New York, Macmillan",1936,http://www.archive.org/details/moviesontrialvie00perlrich/mode/thumb?view=theater,moviesontrialvie00perlrich,"Motion pictures, Motion pictures -- Moral and religious aspects",7.1,,,,,,
,"The mushroom book. A popular guide to the identification and study of our commoner fungi, with special emphasis on the edible varieties","Marshall, Nina L. (Nina Lovering)","Garden City, N. Y., Doubleday, Page and company",1923,http://www.archive.org/details/mushroombookpopu00marsrich/mode/thumb?view=theater,mushroombookpopu00marsrich,"Fungi, Mushrooms, Edible, Cookery (Mushrooms), cbk",8.1,Bountiful,tons of cool mushroom illustrations,,,,
,The National plan for civil defense and defense mobilization,United States. Office of Civil and Defense Mobilization. [from old catalog],[Washington],1958,http://www.archive.org/details/nationalplanforc00unitrich/mode/thumb?view=theater,nationalplanforc00unitrich,"Civil defense, Industrial mobilization, War damage, Industrial. [from old catalog]",11.1,,,,,,
,The National quarterly review,,New York : Pudney & Russell,1864,http://www.archive.org/details/nationalquarterl08newyrich/mode/thumb?view=theater,nationalquarterl08newyrich,"American periodicals, Early -- 1851-1865",13.10,,,,,,
x,"The National union catalog; a cumulative author list representing Library of Congress printed cards and titles reported by other American libraries, 1968-1972 (Vol. 1-3)",American Library Association. Committee on Resources of American Libraries,"Ann Arbor, J.W. Edwards",1973,"https://archive.org/details/prelinger_library?tab=collection&query=""cumulative+author+list""",,"Catalogs, Union",14.0,,,,,,
,The Naval history of Treasure Island,"United States. Naval Training and Distribution Center, San Francisco","Treasure Island, Calif. : U.S. Naval Training and Distribution Center, San Francisco",1946,http://www.archive.org/details/navalhistoryoftr00unitrich/mode/thumb?view=theater,navalhistoryoftr00unitrich,"United States. Naval Training and Distribution Center, San Francisco, Treasure Island (Calif.)","11.0,0.0",Bountiful,"Photos, illustrations",TONS of great visuals here. -DS,x,,
,"The need for change, the legacy of TMI : report of the President's Commission on the Accident at Three Mile Island",United States. President's Commission on the Accident at Three Mile Island,New York : Pergamon Press,1979,http://www.archive.org/details/needforchangeleg00unitrich/mode/thumb?view=theater,needforchangeleg00unitrich,"Three Mile Island Nuclear Power Plant (Pa.), Nuclear power plants -- Accidents","11.1,2.1",,,,,,
,The neighborhood and its motion pictures; a manual for the community worker interested in the best motion pictures for the family,"[National conference on motion pictures, New York, 1929] [from old catalog]",[New York?,c1930,http://www.archive.org/details/neighborhooditsm00natirich/mode/thumb?view=theater,neighborhooditsm00natirich,Motion pictures,"4.3,7.1",,,,,,
,"The nemesis of American business, and other essays","Chase, Stuart, 1888-","New York, The Macmillan Company",1931,http://www.archive.org/details/nemesisofamerica00chasrich/mode/thumb?view=theater,nemesisofamerica00chasrich,,12.2,,,,,,
,The New Anecdota Americana,,New York : The Grayson publishing corp.,1944,http://www.archive.org/details/newanecdotaameri00newyrich/mode/thumb?view=theater,newanecdotaameri00newyrich,American wit and humor,8.4,Medium,Blue material,,,,
,The new city; principles of planning,"Hilberseimer, Ludwig",Chicago : P. Theobald,1944,http://www.archive.org/details/newcityprinciple00hilbrich/mode/thumb?view=theater,newcityprinciple00hilbrich,City planning,"4.1,4.2",Bountiful,,,,,
,The new day in housing,"Pink, Louis H. (Louis Heaton), 1882-1955","New York, The John Day company",1928,http://www.archive.org/details/newdayinhousing00pinkrich/mode/thumb?view=theater,newdayinhousing00pinkrich,"Housing, Housing -- New York (State) New York, Working class -- Dwellings","5.1,5.3,4.2",,,,,,
,The new home owners handbook,"Smith, Charles Betts, 1868-","New York, Modern age books",1938,http://www.archive.org/details/newhomeownershan00smitrich/mode/thumb?view=theater,newhomeownershan00smitrich,"Dwellings, Building, Architecture, Domestic, Building materials","5.2,5.3",Bountiful,Lots of architectural illustrations,,,,
,The new housekeeping; efficiency studies in home management,"Frederick, Mrs. Christine (McGaffey) 1883- [from old catalog]","Garden City, N.Y., Doubleday, Page & company",1913,http://www.archive.org/details/newhousekeepinge00fredrich/mode/thumb?view=theater,newhousekeepinge00fredrich,,5.2,,,,,,
,The new necessity; the culmination of a century of progress in transportation,"Kettering, Charles Franklin, 1876-1958","Baltimore, The Williams & Wilkins Company and its associates in cooperation with the Century of Progress Exposition",1932,http://www.archive.org/details/newnecessityculm00kettrich/mode/thumb?view=theater,newnecessityculm00kettrich,"Automobiles -- History, Transportation -- History",3.0,,,,,,
,"The New society blue book; San Francisco, Oakland, Piedmont, Alameda, Berkeley, Hillsborough, Burlingame, San Mateo, Redwood, Woodside, Atherton, Menlo Park, San Rafael, Ross, Belvedere, Sausalito, Mill Valley, etc","Pinchard, Marguerite M","San Francisco, Calif., M.M. Pinchard",1928,http://www.archive.org/details/newsocietybluebo00pincrich/mode/thumb?view=theater,newsocietybluebo00pincrich,"San Francisco (Calif.) -- Directories, Alameda County (Calif.) -- Directories, San Mateo County (Calif.) -- Directories, Marin County (Calif.) -- Directories",0.0,,,,,,
,The next-to-nothing house,"Carrick, Alice Van Leer, 1875-","Boston, The Atlantic monthly press",c1922,http://www.archive.org/details/nexttonothinghou00carrrich/mode/thumb?view=theater,nexttonothinghou00carrrich,"Interior decoration, Furniture -- Collectors and collecting","5.3,5.4",Light,mostly Interior photos,,,,
,The Niagara book,Roy J. Friedman Mark Twain Collection (Library of Congress) DLC,"New York : Doubleday, Page",1901,http://www.archive.org/details/niagarabook00royjrich/mode/thumb?view=theater,niagarabook00royjrich,Niagara Falls (N.Y. and Ont.) -- Description and travel,0.6,Light,"some photos, water",,,,
,The Nonpartisan league,"Gaston, Herbert E. (Herbert Earle), 1881-1956","New York, Harcourt, Brace and Howe",1920,http://www.archive.org/details/nonpartisanleagu00gastrich/mode/thumb?view=theater,nonpartisanleagu00gastrich,"Townley, Arthur C, National Nonpartisan League","2.7,2.0",,,,,,
x,The North American Review,,Boston : O. Everett,c1869-1930,"https://archive.org/details/prelinger_library?tab=collection&query=""The+North+American+Review""",,North American review and miscellaneous journal,13.10,,,,,x,
x,The North British Review,,Edinburgh : W.P. Kennedy,c1844-1871,"https://archive.org/details/prelinger_library?tab=collection&query=""The+North+British+Review""",,,"0.6,13.10",,,,,x,
,The northern barrage and other mining activities,United States. Office of Naval Records and Library,"Washington, Govt. Print. Off.",1920,http://www.archive.org/details/northernbarrageo00unitrich/mode/thumb?view=theater,northernbarrageo00unitrich,"World War, 1914-1918 -- Naval operations Submarine, World War, 1914-1918 -- United States",11.0,,,"Navy document. ""Minining"" as in naval mines in the water, not earth science.",x,,
,The Oak Ridge story; the saga of a people who share in history,"Robinson, George O","Kingsport, Tenn., Southern Publishers",1950,http://www.archive.org/details/oakridgestorysag00robirich/mode/thumb?view=theater,oakridgestorysag00robirich,"United States. Army. Corps of Engineers. Manhattan District, Oak Ridge (Tenn.)","11.0,11.1,4.0",Light,"Photographs, mostly landscapes",,,,
,The occasion instant; the structure of social responses to unanticipated air raid warnings,"Mack, Raymond W","Washington, National Academy of Sciences-National Research Council",1961,http://www.archive.org/details/occasioninstants00mackrich/mode/thumb?view=theater,occasioninstants00mackrich,"Civil defense -- United States, Air warfare -- Psychological aspects","11.01,12.1",,,,x,,
,"The ocean highway: New Brunswick, New Jersey to Jacksonville, Florida",Federal Writers' Project,New York : Modern Age Books,c1938,http://www.archive.org/details/oceanhighwaynewb00federich/mode/thumb?view=theater,oceanhighwaynewb00federich,"Automobile travel -- Atlantic States Guidebooks, Atlantic States -- Guidebooks","3.0,0.5,11.5",,,,,,
,"The official Northern Pacific Railway guide : for the use of tourists and travelers over the lines of the Northern Pacific Railway and its branches : containing descriptions of states, cities, towns and scenery along the routes of these allied systems of transportation, and embracing facts relating to the history, resources, population, industries, products and natural features of the great northwest",Northern Pacific Railway Company,St. Paul : W.C. Riley,1899,http://www.archive.org/details/officialnorthern00nortrich/mode/thumb?view=theater,officialnorthern00nortrich,Northwestern States -- Guidebooks,"3.2,4.3",Bountiful,"""Profusely Illustrated"" -- where's the lie?",,,,
,The Old Northwest; the beginnings of our colonial system,"Hinsdale, Burke Aaron, 1837-1900.","Boston, New York [etc.] Silver, Burdett and company",1899,http://www.archive.org/details/oldnorthwestbegi00hinsrich/mode/thumb?view=theater,oldnorthwestbegi00hinsrich,"Northwest, Old -- History., United States -- Politics and government To 1775.",0.4,,,,,,
,"The old Oregon country; a history of frontier trade, transportation and travel","Winther, Oscar Osburn, 1903-1970","Bloomington, Indiana University",1950,http://www.archive.org/details/oldoregoncountry00wintrich/mode/thumb?view=theater,oldoregoncountry00wintrich,"Northwest, Pacific -- History",0.1,Light,lightly illustrated,,,,
,"The Oregon trail, US 30; the Missouri River to the Pacific Ocean;",Federal Writers' Project,"New York, Hastings House",c1939,http://www.archive.org/details/oregontrailus30m00federich/mode/thumb?view=theater,oregontrailus30m00federich,"Automobile travel, Automobile travel -- West (U.S.), Oregon National Historic Trail, West (U.S.) -- Guidebooks","3.0,0.1,11.5",Light,"a few photos, mainly historical",,,,
,The outlook for television,"Dunlap, Orrin Elmer, 1896-","New York and London, Harper & brothers",1932,http://www.archive.org/details/outlookfortelevi00dunlrich/mode/thumb?view=theater,outlookfortelevi00dunlrich,Television,7.0,,,,,,
,The outlook to nature,"Bailey, L. H. (Liberty Hyde), 1858-1954","New York, The Macmillan company",1911,http://www.archive.org/details/outlooktonature00bailrich/mode/thumb?view=theater,outlooktonature00bailrich,"Agriculture, Outdoor life","2.1,2.7,10.0",,,Collection of lectures,,,
